X,Y,OBJECTID,StationName,WXID,ObservedDate,NESSID,NWSID,Elevation,SiteDescription,Latitude,Longitude,State,County,Agency,Region,Unit,SubUnit,Status,RainAccumulation,WindSpeedMPH,WindDirDegrees,AirTempStandPlace,FuelTemp,RelativeHumidity,BatteryVoltage,FuelMoisture,WindDirPeak,WindSpeedPeak,SolarRadiation,StationID,MesoWestStationID,MesoWestURL
-115.25817,41.8767700000001,4421,POLE CREEK,17570850,2024/02/08 19:41:24+00,326AC364,260302,8502,,41.87677,-115.25817,NV,Elko,USFS,04,HUMBOLDT/TOIYABE NF,,A,.58 inches,5 mph,256 degrees ,23 deg. F,26 deg. F ,85 % ,14.2 volts,25.7 (unk),250 degrees,10 mph,323 w/m2,17570847,PCKI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PCKI1&unit=0&timetype=GMT
-107.53917,33.8511100000001,4429,MAGDALENA,16932657,2024/02/08 20:03:54+00,32336182,292104,8500,FIRE WEATHER FORECAST ZONE 340,33.85111,-107.53917,NM,Socorro,USFS,03,CIBOLA NF,MAGDALENA RD,A,1.21 inches,11 mph,209 degrees ,38 deg. F,43 deg. F ,41 % ,14 volts,13.4 (unk),176 degrees,24 mph,771 w/m2,16932655,MGLN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MGLN5&unit=0&timetype=GMT
-108.11,33.4236100000001,4430,BEAVERHEAD,17041201,2024/02/08 20:08:14+00,3276130E,292001,6659,,33.42361,-108.11,NM,Catron,USFS,03,GILA NF,,A,2.41 inches,13 mph,195 degrees ,43 deg. F,53 deg. F ,32 % ,14.1 volts,14.6 (unk),174 degrees,21 mph,728 w/m2,17041199,BVRN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BVRN5&unit=0&timetype=GMT
-115.97494,43.38239,4435,NRAWS 5 (LINDQUIST RANCH),17889850,2024/02/08 20:21:26+00,32D6F6AA,,3416,,43.38239,-115.97494,ID,Elmore,NWS,,,Boise WFO,A,14.35 inches,16 mph,307 degrees ,40 deg. F,NO DATA,75 % ,14.4 volts,NO DATA,313 degrees,22 mph,374 w/m2,17889850,LLCI1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LLCI1&unit=0&timetype=GMT
-106.31583,35.0061400000001,4440,OAK FLATS,16932919,2024/02/08 20:04:04+00,323372F4,291402,7650,Station is in flat area E of Oak Flats camp ground in Bernalillo County.  Pondo Pine and Gambel Oak around station.,35.00614,-106.31583,NM,Bernalillo,USFS,03,CIBOLA NF,SANDIA RD,A,.97 inches,5 mph,256 degrees ,35 deg. F,43 deg. F ,50 % ,14.7 volts,11.3 (unk),225 degrees,15 mph,535 w/m2,16932917,TJRN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TJRN5&unit=0&timetype=GMT
-109.36783,33.26478,4441,TRAIL CABIN,16932135,2024/02/08 19:35:39+00,324747F8,021105,6250,,33.26478,-109.36783,AZ,,USFS,03,APACHE SITGREAVES NF,,A,3.03 inches,3 mph,162 degrees ,41 deg. F,NO DATA,57 % ,14.5 volts,NO DATA,195 degrees,13 mph,74 w/m2,16932132,QTCA3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=QTCA3&unit=0&timetype=GMT
-106.26167,34.52056,4445,MOUNTAINAIR,17040952,2024/02/08 20:05:54+00,3283A554,291501,6488,Located just SW of district office in Mountainair in open,34.52056,-106.26167,NM,Torrance,USFS,03,CIBOLA NF,MOUNTAINAIR RD,A,.78 inches,13 mph,227 degrees ,42 deg. F,51 deg. F ,40 % ,13.8 volts,9.9 (unk),221 degrees,22 mph,716 w/m2,17040948,MTNN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MTNN5&unit=0&timetype=GMT
-104.32444,36.0550000000001,4447,MILLS CANYON,17443873,2024/02/08 20:05:54+00,328904FE,291101,5839,,36.055,-104.32444,NM,Harding,USFS,03,CIBOLA NF,KIOWA-RITA BLANCA NG,A,.25 inches,22 mph,258 degrees ,52 deg. F,61 deg. F ,17 % ,13.7 volts,7.7 (unk),256 degrees,32 mph,774 w/m2,17443871,MLCN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=MLCN5&unit=0&timetype=GMT
-108.24028,33.2236100000001,4456,GILA CENTER RAWS,16935228,2024/02/08 20:13:04+00,3232F61A,292011,5600,,33.22361,-108.24028,NM,Catron,USFS,03,GILA NF,WILDERNESS RD,A,4.25 inches,7 mph,244 degrees ,49 deg. F,NO DATA,35 % ,13.8 volts,NO DATA,194 degrees,15 mph,763 w/m2,16935225,GNMN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GNMN5&unit=0&timetype=GMT
-120.64222,40.24611,4462,PIERCE,16962882,2024/02/08 20:15:44+00,3248248C,040915,5811,Site sits midslope surrounded by 15-20' pines.,40.24611,-120.64222,CA,Plumas,USFS,05,PLUMAS NF,MT HOUGH RD,A,9.11 inches,0 mph,170 degrees ,56 deg. F,60 deg. F ,42 % ,14 volts,21.4 (unk),135 degrees,4 mph,NO DATA,16962879,PIEC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PIEC1&unit=0&timetype=GMT
-108.94317,33.8229200000001,4463,LUNA,17685021,2024/02/08 20:07:14+00,AAC074C0,,7046,,33.82292,-108.94317,NM,Catron,USFS,03,GILA NF,,A,1.86 inches,10 mph,238 degrees ,39 deg. F,43 deg. F ,59 % ,13.9 volts,14.7 (unk),220 degrees,29 mph,733 w/m2,17685018,LUAN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LUAN5&unit=0&timetype=GMT
-112.22689,36.70117,4469,WARM SPRINGS CANYON,16937009,2024/02/08 19:47:31+00,32401B62,020216,8010,"RIDGE SITE
FIRE WX ZONE: 303",36.70117,-112.22689,AZ,Coconino,USFS,03,KAIBAB NF,NORTH KAIBAB RD,A,9.38 inches,5 mph,173 degrees ,26 deg. F,NO DATA,77 % ,12.7 volts,NO DATA,208 degrees,16 mph,61 w/m2,16937006,QWSA3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=QWSA3&unit=0&timetype=GMT
-108.16306,35.19417,4491,BLUEWATER RIDGE,17380138,2024/02/08 20:05:44+00,3333B648,293303,8289,,35.19417,-108.16306,NM,Cibola,USFS,03,CIBOLA NF,MT. TAYLOR RD,A,.83 inches,6 mph,211 degrees ,38 deg. F,50 deg. F ,42 % ,13.9 volts,10.6 (unk),194 degrees,19 mph,713 w/m2,17380136,BLWN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BLWN5&unit=0&timetype=GMT
-107.66528,35.24278,4496,GRANTS,17080109,2024/02/08 20:16:24+00,3283B622,291302,8620,,35.24278,-107.66528,NM,Cibola,USFS,03,CIBOLA NF,MT TAYLOR RD,A,1.78 inches,5 mph,182 degrees ,36 deg. F,30 deg. F ,46 % ,14.2 volts,27.3 (unk),242 degrees,11 mph,589 w/m2,17080107,GRSN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=GRSN5&unit=0&timetype=GMT
-90.99808,36.97569,4505,BIG SPRING,17171743,2024/02/08 20:22:35+00,FA64B682,239004,653,,36.97569,-90.99808,MO,Carter,NPS,MIDWEST,OZARK N.SCENIC RIVER,,A,6.52 inches,8 mph,132 degrees ,60 deg. F,NO DATA,71 % ,13.4 volts,NO DATA,136 degrees,16 mph,131 w/m2,17171742,BGSM7,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BGSM7&unit=0&timetype=GMT
-122.65831,39.3552300000001,4506,STONYFORD,17009472,2024/02/08 19:26:24+00,323554D6,041503,1540,"station sits in a west/east running valley in the
Mill Creek canyon. there is a major creek just north & southwest of the station.",39.35523,-122.65831,CA,Colusa,USFS,05,MENDOCINO NF,STONYFORD RD,A,24 inches,4 mph,23 degrees ,47 deg. F,58 deg. F ,59 % ,13.7 volts,15.7 (unk),14 degrees,9 mph,602 w/m2,17009469,SYWC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SYWC1&unit=0&timetype=GMT
-120.06981,34.72725,4509,SBCFD PORTABLE 2,19471893,2024/02/08 19:46:04+00,32B20FF4,,1857,,34.72725,-120.06981,CA,Santa Barbara,S&PF,CALIFORNIA,SANTA BARBARA COUNTY,SBC FIRE,A,49.06 inches,7 mph,287 degrees ,49 deg. F,61 deg. F ,71 % ,13.4 volts,14.1 (unk),285 degrees,21 mph,663 w/m2,19471891,TT594,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT594&unit=0&timetype=GMT
-90.83861,48.12028,4516,SEAGULL,17078321,2024/02/08 15:04:44+00,3331F0B6,210709,1430,"Located in clearcut, ASPECT S/180, ground vegetation grass,
blueberries, annual plants. Scattered exposed bedrock.",48.12028,-90.83861,MN,Cook,USFS,09,SUPERIOR NF,GUNFLINT RD,A,.46 inches,4 mph,124 degrees ,37 deg. F,35 deg. F ,85 % ,13 volts,18.8 (unk),130 degrees,12 mph,25 w/m2,17078318,SEAM5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=SEAM5&unit=0&timetype=GMT
-123.67128,41.04783,4519,HOOPA,17130556,2024/02/08 19:40:44+00,326D5432,040408,375,"STATION LOCATED 50` WEST OF TRINITY RIVER ON OPEN BENCH.
APPX 10` ABOVE HIGH WATER LINE.  HWY 96 IS 500` TO WEST.
LOCATION IS CLEAR OF ALL TREES/BRUSH FOR 500`.
STATION IS IN COMPOUND WITH EPA EQUIPMENT, POC FOR THAT IS
KEVIN McKERNAN OF HOOPA TRIBAL EPA (530) 625-5515",41.04783,-123.67128,CA,Humboldt,BIA,Pacific,Hoopa Valley Tribe,,A,32.21 inches,5 mph,179 degrees ,49 deg. F,59 deg. F ,68 % ,12.4 volts,16.8 (unk),186 degrees,8 mph,492 w/m2,17130554,HOAC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=HOAC1&unit=0&timetype=GMT
-107.15645,38.55163,4524,GUNNISON PORTABLE #1,18883122,1900/01/01 00:00:01+00,32B29444,,9550,Portable Station.  Site Information will change at each location.,38.55163,-107.15645,CO,Gunnison,USFS,02,"GM, UNC, & GUNN NF",Gunnison,AU,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,18883114,TT364,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT364&unit=0&timetype=GMT
-70.56414,41.70719,4525,CAMP EDWARDS RAWS,19021331,2024/02/08 20:07:24+00,ADB00D40,191204,281,Station is within maintained yard of Range Control facility surrounded by pine-oak woodland. Location is just below top of Pine Hill (highest point on Cape Cod) on the glacial moraine.,41.70719,-70.56414,MA,Barnstable,DOD,USA,CAMP EDWARDS,MA ARMY NG,A,8.59 inches,3 mph,52 degrees ,44 deg. F,49 deg. F ,53 % ,14 volts,10.2 (unk),57 degrees,10 mph,385 w/m2,19021330,TT423,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT423&unit=0&timetype=GMT
-120.04567,44.3851700000001,4530,OCHOCO PORTABLE,19292704,1900/01/01 00:00:01+00,32A17726,,5340,,44.38517,-120.04567,OR,Crook,USFS,06,DESCHUTES/OCHOCO NF,OCHOCO NF,D,1.04 inches,1 mph,223 degrees ,54 deg. F,50 deg. F ,57 % ,12.7 volts,10 (unk),302 degrees,4 mph,0 w/m2,19292692,TT529,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT529&unit=0&timetype=GMT
-86.64111,38.1358300000001,4532,TIPSAW LAKE,17077294,2024/02/08 20:11:54+00,328530F8,128905,718,,38.13583,-86.64111,IN,Perry,USFS,09,HOOSIER NF,,A,7.3 inches,3 mph,178 degrees ,65 deg. F,70 deg. F ,40 % ,13.4 volts,7.2 (unk),213 degrees,16 mph,295 w/m2,17077291,TSWI3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TSWI3&unit=0&timetype=GMT
-120.86639,38.2236100000001,4533,CAMPO SECO,17342749,2024/01/11 06:59:05+00,CA2C31B2,043209,399,"Site is above and to the Northwest of Camanche Reservoir
Dam. Most weather will not affect the observations. Strong
Southeast or down canyon winds will bring the lake humidity",38.22361,-120.86639,CA,Calaveras,S&PF,CALIFORNIA,EAST BAY M.U.D.,MOKELUMNE WATERSHED,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17342749,CMAC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CMAC1&unit=0&timetype=GMT
-99.9047199999999,35.70806,4535,CHEYENNE,17464869,2024/02/08 19:58:44+00,328E15BC,343301,2352,,35.70806,-99.90472,OK,Roger Mills,USFS,03,CIBOLA NF,BLACK KETTLE RD,A,2.55 inches,17 mph,244 degrees ,66 deg. F,77 deg. F ,18 % ,13.5 volts,8 (unk),257 degrees,26 mph,696 w/m2,17464867,CRWO2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CRWO2&unit=0&timetype=GMT
-86.7272399999999,38.7025,4536,IIC NORTH PORTABLE,17424430,2024/02/08 20:10:04+00,FC101320,,729,"Located adjacent to the property manager's residence at Martin State Forest.  Site is an open ridge, surrounded by timber.",38.7025,-86.72724,IN,Martin,USFS,09,HOOSIER NF,,A,6.19 inches,4 mph,179 degrees ,61 deg. F,64 deg. F ,44 % ,13.7 volts,8.6 (unk),316 degrees,12 mph,151 w/m2,17424428,TS563,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS563&unit=0&timetype=GMT
-85.59725,34.46043,4537,LIRI,17088568,2024/02/08 19:32:44+00,FA509324,010990,1374,,34.46043,-85.59725,AL,,NPS,SOUTHEAST,LITTLE R. CANYON NP,,A,9.01 inches,2 mph,142 degrees ,53 deg. F,NO DATA,40 % ,13.7 volts,NO DATA,157 degrees,9 mph,274 w/m2,17088567,LRWA1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LRWA1&unit=0&timetype=GMT
-113.7585,47.64595,4543,SWAN LAKE FIRE QD,18780717,2023/09/13 19:13:44+00,32B16D1C,,3621,,47.64595,-113.7585,MT,Missoula,USFS,01,FLATHEAD NF,Swan Lake RD,D,0 inches,3 mph,255 degrees ,66 deg. F,68 deg. F ,43 % ,12.7 volts,11.3 (unk),313 degrees,7 mph,137 w/m2,18780705,TT339,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT339&unit=0&timetype=GMT
-119.50578,38.47,4548,MILL CANYON,19882512,2024/02/08 19:27:44+00,3231340A,,7577,,38.47,-119.50578,CA,Mono,DOD,USMC,MOUNTAIN WARFARE TC,MCMWTC / H-T NF,A,2.03 inches,3 mph,348 degrees ,33 deg. F,46 deg. F ,92 % ,14.5 volts,12.5 (unk),344 degrees,5 mph,638 w/m2,19882508,XMLC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=XMLC1&unit=0&timetype=GMT
-122.59917,38.4216700000001,4549,SRFD WHITE OAK DRIVE,19879941,2024/02/08 20:16:59+00,32B89516,,1110,,38.42167,-122.59917,CA,Sonoma,S&PF,CALIFORNIA,SANTA ROSA FIRE,Santa Rosa FD,A,24.61 inches,0 mph,3 degrees ,53 deg. F,62 deg. F ,54 % ,13.9 volts,17 (unk),100 degrees,5 mph,503 w/m2,19879941,QSWC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=QSWC1&unit=0&timetype=GMT
-119.52522,38.39739,4550,MEAN PEAK,19881744,2024/02/08 19:25:04+00,323A975A,,9867,,38.39739,-119.52522,CA,Mono,DOD,USMC,MOUNTAIN WARFARE TC,MCMWTC / H-T NF,A,1.34 inches,2 mph,344 degrees ,25 deg. F,18 deg. F ,92 % ,14.3 volts,22.8 (unk),340 degrees,5 mph,407 w/m2,19881739,XMPC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=XMPC1&unit=0&timetype=GMT
-108.77714,33.7149400000001,4551,RESERVE,17700380,2024/02/08 20:08:14+00,AAC0D438,,5839,,33.71494,-108.77714,NM,Catron,USFS,03,GILA NF,RESERVE RANGER DIST,A,2.73 inches,13 mph,210 degrees ,44 deg. F,53 deg. F ,54 % ,13.8 volts,12.5 (unk),202 degrees,24 mph,776 w/m2,17700377,RESN5,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=RESN5&unit=0&timetype=GMT
-84.85972,33.36528,4563,NEWNAN,17325342,2024/02/08 20:02:44+00,310044F6,092901,873,,33.36528,-84.85972,GA,Coweta,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,7.59 inches,2 mph,175 degrees ,56 deg. F,62 deg. F ,41 % ,13.7 volts,9.9 (unk),115 degrees,8 mph,291 w/m2,17325341,NNAG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=NNAG1&unit=0&timetype=GMT
-82.81361,33.7797200000001,4565,WASHINGTON,17325597,2024/02/08 20:02:54+00,31005780,093501,616,,33.77972,-82.81361,GA,Wilkes,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,7.65 inches,4 mph,154 degrees ,58 deg. F,64 deg. F ,33 % ,13.6 volts,8.6 (unk),143 degrees,8 mph,326 w/m2,17325596,WSNG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=WSNG1&unit=0&timetype=GMT
-84.74,33.83333,4566,DALLAS,17324835,2024/02/08 20:02:24+00,31002110,092201,951,,33.83333,-84.74,GA,Paulding,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,9.8 inches,4 mph,141 degrees ,57 deg. F,62 deg. F ,33 % ,14.3 volts,11.3 (unk),162 degrees,11 mph,370 w/m2,17324834,DLSG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DLSG1&unit=0&timetype=GMT
-83.71639,33.0505600000001,4567,BRENDER,17325857,2024/02/08 20:03:04+00,3100621A,094301,440,"626 Jarrell Planation Rd.,Juliette",33.05056,-83.71639,GA,Jones,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,6.76 inches,1 mph,146 degrees ,60 deg. F,64 deg. F ,34 % ,12.8 volts,9.9 (unk),56 degrees,4 mph,223 w/m2,17325856,BOLG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BOLG1&unit=0&timetype=GMT
-84.75889,34.7663900000001,4569,CHATSWORTH,17324322,2024/02/08 20:02:04+00,310007FC,090401,765,,34.76639,-84.75889,GA,Murray,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,6.22 inches,9 mph,208 degrees ,56 deg. F,58 deg. F ,33 % ,14.3 volts,8.6 (unk),211 degrees,15 mph,237 w/m2,17324321,EJAG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=EJAG1&unit=0&timetype=GMT
-82.38222,32.9861100000001,4571,LOUISVILLE,17326116,2024/02/08 20:03:14+00,3100716C,094501,311,,32.98611,-82.38222,GA,Jefferson,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,4.63 inches,2 mph,71 degrees ,62 deg. F,69 deg. F ,28 % ,13.7 volts,8.2 (unk),111 degrees,8 mph,352 w/m2,17326115,LOUG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=LOUG1&unit=0&timetype=GMT
-112.60285,42.89838,4574,NWS IWOS 2 (PIH),17493287,2024/02/08 19:26:21+00,328E45C0,041299,4445,,42.89838,-112.60285,ID,Bingham,NWS,,,,A,18.43 inches,8 mph,209 degrees ,35 deg. F,35 deg. F ,77 % ,14 volts,20.1 (unk),203 degrees,16 mph,0 w/m2,17493284,TS586,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS586&unit=0&timetype=GMT
-113.50228,37.38617,4575,DIXIE PORTABLE #1,17528371,2024/02/08 19:53:31+00,3291B448,,6585,Pine Valley Bunkhouse Area.,37.38617,-113.50228,UT,Washington,USFS,04,DIXIE NF,Pine Valley RD,A,13.42 inches,0 mph,0 degrees ,24 deg. F,31 deg. F ,95 % ,NO DATA,NO DATA,0 degrees,0 mph,216 w/m2,17528370,TS716,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS716&unit=0&timetype=GMT
-106.77861,37.79306,4578,BLUE PARK,16927021,2024/02/08 19:57:54+00,3234F6D4,055305,10430,"FIRE WX FORECAST ZONE: 212RIDGE TOP,",37.79306,-106.77861,CO,Mineral,USFS,02,RIO GRANDE NF,CREEDE,A,.54 inches,6 mph,261 degrees ,24 deg. F,NO DATA,59 % ,14.9 volts,NO DATA,298 degrees,12 mph,628 w/m2,16927018,BLPC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BLPC2&unit=0&timetype=GMT
-75.93556,38.9458300000001,4579,TUCKAHOE,17554716,2024/02/08 20:16:04+00,AAAA8724,182101,49,,38.94583,-75.93556,MD,Caroline,S&PF,MARYLAND,DNR,,A,6.83 inches,1 mph,174 degrees ,56 deg. F,NO DATA,34 % ,13.8 volts,NO DATA,255 degrees,6 mph,374 w/m2,17554715,TS817,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TS817&unit=0&timetype=GMT
-83.2072199999999,33.0102800000001,4582,MILLEDGEVILLE,17326372,2024/02/08 20:03:24+00,310081E8,095001,395,,33.01028,-83.20722,GA,Baldwin,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,5.47 inches,3 mph,133 degrees ,61 deg. F,64 deg. F ,30 % ,14.2 volts,9.9 (unk),131 degrees,5 mph,319 w/m2,17326369,HRDG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=HRDG1&unit=0&timetype=GMT
-122.33097,45.36794,4583,EAGLE CREEK,17334819,2024/02/08 20:13:15+00,600037F4,350728,740,,45.36794,-122.33097,OR,Clackamas,S&PF,OREGON,DEPT OF FORESTRY,Molalla,A,12.48 inches,7 mph,220 degrees ,44 deg. F,46 deg. F ,87 % ,13.9 volts,26.8 (unk),222 degrees,10 mph,175 w/m2,17334817,EGKO3,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=EGKO3&unit=0&timetype=GMT
-122.62358,38.47209,4585,SRFD LOS ALAMOS ROAD,19879430,2024/02/08 20:16:39+00,32B87836,,708,,38.47209,-122.62358,CA,Sonoma,S&PF,CALIFORNIA,SANTA ROSA FIRE,Santa Rosa FD,A,21.69 inches,5 mph,39 degrees ,51 deg. F,65 deg. F ,60 % ,13.9 volts,15.1 (unk),24 degrees,10 mph,592 w/m2,19879430,QSOC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=QSOC1&unit=0&timetype=GMT
-83.41833,33.8888900000001,4586,WATKINSVILLE,17325089,2024/02/08 20:02:34+00,31003266,092601,785,,33.88889,-83.41833,GA,Clarke,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,10.18 inches,3 mph,138 degrees ,56 deg. F,61 deg. F ,36 % ,13.9 volts,9.8 (unk),160 degrees,9 mph,332 w/m2,17325086,AFRG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=AFRG1&unit=0&timetype=GMT
-84.0599999999999,34.3763900000001,4587,DAWSONVILLE,17324578,2024/02/08 20:02:14+00,3100148A,091101,1270,,34.37639,-84.06,GA,Dawson,S&PF,GEORGIA,GEORGIA FORESTRY COM,,A,8.55 inches,2 mph,157 degrees ,54 deg. F,59 deg. F ,34 % ,13.8 volts,8.9 (unk),182 degrees,8 mph,251 w/m2,17324578,DSVG1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=DSVG1&unit=0&timetype=GMT
-114.50935,48.87658,4591,HORNET,16917574,2024/02/08 20:09:24+00,3241915E,240224,6500,High elevation within the old 2003 Wedge Canyon burn scar.  site burned hot so little overstory regen. taking place. Hornet peak to the NNW is only obstruction to wind.,48.87658,-114.50935,MT,Flathead,USFS,01,FLATHEAD NF,GLACIER VIEW,A,11.81 inches,9 mph,224 degrees ,24 deg. F,25 deg. F ,96 % ,14 volts,23 (unk),231 degrees,13 mph,168 w/m2,16917570,CYFM8,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CYFM8&unit=0&timetype=GMT
-110.07333,40.81028,4593,CHEPETA,17127233,2024/01/11 06:58:25+00,326D72DE,423106,12120,Station is located 3 1/2 miles west by NW of Chepeta Lake.Station is in a saddle that runs east and west at theHigh Uinta Wilderness Boundary. Area is covered by rock andlichen. Access is by helicopter or horseback.,40.81028,-110.07333,UT,Duchesne,USFS,04,ASHLEY NF,,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,17127232,CHPU1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CHPU1&unit=0&timetype=GMT
-119.62167,38.28556,4598,LEAVITT LAKE,19882254,2023/09/28 13:26:45+00,328EF64E,,9569,,38.28556,-119.62167,CA,Mono,DOD,USMC,MOUNTAIN WARFARE TC,MCMWTC / H-T NF,D,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,19882248,XLLC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=XLLC1&unit=0&timetype=GMT
-120.102,34.69897,4602,SBCFD PORTABLE 1,19139103,2024/02/08 20:20:34+00,32A15F18,,1267,,34.69897,-120.102,CA,Santa Barbara,S&PF,CALIFORNIA,SANTA BARBARA COUNTY,,A,10.75 inches,7 mph,287 degrees ,51 deg. F,57 deg. F ,70 % ,13.5 volts,25 (unk),292 degrees,17 mph,449 w/m2,19139101,TT480,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=TT480&unit=0&timetype=GMT
-122.82553,41.29974,4614,CALLAHAN #2,16954164,2024/02/08 20:16:44+00,323857B0,040245,3910,"Open knob, with forbs and 4'tall buckbrush.",41.29974,-122.82553,CA,Siskiyou,USFS,05,KLAMATH NF,SCOTT RIVER RD,A,1.85 inches,4 mph,322 degrees ,40 deg. F,43 deg. F ,58 % ,14 volts,15 (unk),322 degrees,6 mph,NO DATA,16954160,CLNC1,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=CLNC1&unit=0&timetype=GMT
-106.20111,37.02083,4616,BIG HORN,16926772,2024/02/08 19:58:38+00,32302586,056005,8651,,37.02083,-106.20111,CO,Conejos,USFS,02,RIO GRANDE NF,CONEOS PK RD,A,.63 inches,16 mph,237 degrees ,31 deg. F,NO DATA,47 % ,14 volts,NO DATA,239 degrees,32 mph,646 w/m2,16926769,BHRC2,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BHRC2&unit=0&timetype=GMT
